ac_number,ac_name,poll_station_number,poll_station_name,language,relative_path
28,Thanga,28/24,Keirenphabi,English,manipur_pdfs/english/A0280024.pdf
28,Thanga,28/25,Khordak,English,manipur_pdfs/english/A0280025.pdf
28,Thanga,28/26,Nongmaikhong,English,manipur_pdfs/english/A0280026.pdf
29,Kumbi,29/01,Pougakchao Ikhai (A),English,manipur_pdfs/english/A0290001.pdf
29,Kumbi,29/02,Pougakchao Ikhai (B),English,manipur_pdfs/english/A0290002.pdf
29,Kumbi,29/03,Torbung,English,manipur_pdfs/english/A0290003.pdf
29,Kumbi,29/04,Nganukon Refugee Colony,English,manipur_pdfs/english/A0290004.pdf
29,Kumbi,29/05,Saiton (A),English,manipur_pdfs/english/A0290005.pdf
29,Kumbi,29/06,Saiton (B),English,manipur_pdfs/english/A0290006.pdf
29,Kumbi,29/07,Saiton (C-1),English,manipur_pdfs/english/A0290007.pdf
29,Kumbi,29/08,Saiton (C-2),English,manipur_pdfs/english/A0290008.pdf
29,Kumbi,29/09,Kumbi Leirak Achouba Leikai,English,manipur_pdfs/english/A0290009.pdf
29,Kumbi,29/10,Kumbi Ishing Chaibi,English,manipur_pdfs/english/A0290010.pdf
29,Kumbi,29/11,Kumbi (B-1),English,manipur_pdfs/english/A0290011.pdf
29,Kumbi,29/12,Kumbi (B-2),English,manipur_pdfs/english/A0290012.pdf
29,Kumbi,29/13,Kumbi Bazar,English,manipur_pdfs/english/A0290013.pdf
29,Kumbi,29/14,Kumbi Makha Leikai,English,manipur_pdfs/english/A0290014.pdf
29,Kumbi,29/15,Kumbi (D),English,manipur_pdfs/english/A0290015.pdf
29,Kumbi,29/16,Kumbi (E),English,manipur_pdfs/english/A0290016.pdf
29,Kumbi,29/17,Kumbi (F),English,manipur_pdfs/english/A0290017.pdf
29,Kumbi,29/18,Ithai (A),English,manipur_pdfs/english/A0290018.pdf
29,Kumbi,29/19,Ithai Wapokpi,English,manipur_pdfs/english/A0290019.pdf
29,Kumbi,29/20,Ithai (B),English,manipur_pdfs/english/A0290020.pdf
29,Kumbi,29/21,Wangu (A),English,manipur_pdfs/english/A0290021.pdf
29,Kumbi,29/22,Wangu (B),English,manipur_pdfs/english/A0290022.pdf
29,Kumbi,29/23,Wangu (C),English,manipur_pdfs/english/A0290023.pdf
29,Kumbi,29/24,Wangu (D),English,manipur_pdfs/english/A0290024.pdf
29,Kumbi,29/25,Wangu Terakhong (A),English,manipur_pdfs/english/A0290025.pdf
29,Kumbi,29/26,Wangu Terakhong (B),English,manipur_pdfs/english/A0290026.pdf
29,Kumbi,29/27,Haotak Tapha Khunou,English,manipur_pdfs/english/A0290027.pdf
29,Kumbi,29/28,Wangu Sabal (A),English,manipur_pdfs/english/A0290028.pdf
29,Kumbi,29/29,Wangu Sabal (B),English,manipur_pdfs/english/A0290029.pdf
29,Kumbi,29/30,Borayangbi (A),English,manipur_pdfs/english/A0290030.pdf
29,Kumbi,29/31,Borayangbi (B),English,manipur_pdfs/english/A0290031.pdf
29,Kumbi,29/32,Chairen Leingangtabi,English,manipur_pdfs/english/A0290032.pdf
29,Kumbi,29/33,Tangjeng Pombikhok(A),English,manipur_pdfs/english/A0290033.pdf
29,Kumbi,29/34,Tangjeng Pombikhok(B),English,manipur_pdfs/english/A0290034.pdf
30,Lilong,30/01,Haoreibi Awang Leikai (A),English,manipur_pdfs/english/A0300001.pdf
30,Lilong,30/02,Haoreibi Awang Leikai (B),English,manipur_pdfs/english/A0300002.pdf
30,Lilong,30/03,Haoreibi Mayai Leikai(A),English,manipur_pdfs/english/A0300003.pdf
30,Lilong,30/04,Haoreibi Mayai Leikai(B),English,manipur_pdfs/english/A0300004.pdf
30,Lilong,30/05,Haoreibi Awang Leikai (A),English,manipur_pdfs/english/A0300005.pdf
30,Lilong,30/06,Leihaokhong Makha Lou Manga,English,manipur_pdfs/english/A0300006.pdf
30,Lilong,30/07,Haoreibi Makha Leikai (A),English,manipur_pdfs/english/A0300007.pdf
30,Lilong,30/08,Haoreibi Makha Leikai (A-1),English,manipur_pdfs/english/A0300008.pdf
30,Lilong,30/09,Haoreibi Makha Leikai (B),English,manipur_pdfs/english/A0300009.pdf
30,Lilong,30/10,Haoreibi Makha (B-1),English,manipur_pdfs/english/A0300010.pdf
30,Lilong,30/11,Haoreibi Turel Ahanbi(A),English,manipur_pdfs/english/A0300011.pdf
30,Lilong,30/12,Haoreibi Turel Ahanbi(A),English,manipur_pdfs/english/A0300012.pdf
30,Lilong,30/13,Haoreibi Turel Ahanbi (B),English,manipur_pdfs/english/A0300013.pdf
30,Lilong,30/14,Haoreibi Turel Ahanbi (B),English,manipur_pdfs/english/A0300014.pdf
30,Lilong,30/15,Oinam Sawombung (1),English,manipur_pdfs/english/A0300015.pdf
30,Lilong,30/16,Oinam Sawombung (2),English,manipur_pdfs/english/A0300016.pdf
30,Lilong,30/17,Lilong Part (A),English,manipur_pdfs/english/A0300017.pdf
30,Lilong,30/18,Lilong Part (A),English,manipur_pdfs/english/A0300018.pdf
30,Lilong,30/19,Lilong Part (B),English,manipur_pdfs/english/A0300019.pdf
30,Lilong,30/20,Chingkham Kabui,English,manipur_pdfs/english/A0300020.pdf
30,Lilong,30/21,Lilong Part (1-A),English,manipur_pdfs/english/A0300021.pdf
30,Lilong,30/22,Lilong Part (1-A),English,manipur_pdfs/english/A0300022.pdf
30,Lilong,30/23,Lilong Part (1-A),English,manipur_pdfs/english/A0300023.pdf
30,Lilong,30/24,Lilong Part (B-1),English,manipur_pdfs/english/A0300024.pdf
30,Lilong,30/25,Lilong Part (B-1),English,manipur_pdfs/english/A0300025.pdf
30,Lilong,30/26,Chaobok (1),English,manipur_pdfs/english/A0300026.pdf
30,Lilong,30/27,Chaobok (2),English,manipur_pdfs/english/A0300027.pdf
30,Lilong,30/28,Atoukhong Laiphrakpam,English,manipur_pdfs/english/A0300028.pdf
30,Lilong,30/29,Nungei(A),English,manipur_pdfs/english/A0300029.pdf
30,Lilong,30/30,Nungei (B),English,manipur_pdfs/english/A0300030.pdf
30,Lilong,30/31,Khekman (A),English,manipur_pdfs/english/A0300031.pdf
30,Lilong,30/32,Khekman (B-1),English,manipur_pdfs/english/A0300032.pdf
30,Lilong,30/33,Khekman (B),English,manipur_pdfs/english/A0300033.pdf
30,Lilong,30/34,Khekman (C),English,manipur_pdfs/english/A0300034.pdf
30,Lilong,30/35,Khekman (D),English,manipur_pdfs/english/A0300035.pdf
30,Lilong,30/36,Keibung (A),English,manipur_pdfs/english/A0300036.pdf
30,Lilong,30/37,Keibung (B),English,manipur_pdfs/english/A0300037.pdf
30,Lilong,30/38,Haoreibi Turel Ahanbi,English,manipur_pdfs/english/A0300038.pdf
30,Lilong,30/39,Atoukhong Laiphrakpam (B),English,manipur_pdfs/english/A0300039.pdf
31,Thoubal,31/01,Moijing (A),English,manipur_pdfs/english/A0310001.pdf
31,Thoubal,31/02,Moijing (A-1),English,manipur_pdfs/english/A0310002.pdf
31,Thoubal,31/03,Moijing (B),English,manipur_pdfs/english/A0310003.pdf
31,Thoubal,31/04,Moijing (C),English,manipur_pdfs/english/A0310004.pdf
31,Thoubal,31/05,Moijing (D),English,manipur_pdfs/english/A0310005.pdf
31,Thoubal,31/06,Moijing (E),English,manipur_pdfs/english/A0310006.pdf
31,Thoubal,31/07,Leisangthem (A-1),English,manipur_pdfs/english/A0310007.pdf
31,Thoubal,31/08,Leisangthem (A-2),English,manipur_pdfs/english/A0310008.pdf
31,Thoubal,31/09,Leisangthem (B),English,manipur_pdfs/english/A0310009.pdf
31,Thoubal,31/10,Leisangthem (C-1),English,manipur_pdfs/english/A0310010.pdf
31,Thoubal,31/11,Leisangthem (C-2),English,manipur_pdfs/english/A0310011.pdf
31,Thoubal,31/12,Leisangthem (D-1),English,manipur_pdfs/english/A0310012.pdf
31,Thoubal,31/13,Leisangthem (D-2),English,manipur_pdfs/english/A0310013.pdf
31,Thoubal,31/14,Thoudam Thokchom,English,manipur_pdfs/english/A0310014.pdf
31,Thoubal,31/15,Nongangkhong (A),English,manipur_pdfs/english/A0310015.pdf
31,Thoubal,31/16,Nongangkhong (B),English,manipur_pdfs/english/A0310016.pdf
31,Thoubal,31/17,Nongangkhong (C),English,manipur_pdfs/english/A0310017.pdf
31,Thoubal,31/18,Okram Wangmataba,English,manipur_pdfs/english/A0310018.pdf
31,Thoubal,31/19,Okram Wangmataba (B),English,manipur_pdfs/english/A0310019.pdf
31,Thoubal,31/20,Thoubal Wangmataba (A),English,manipur_pdfs/english/A0310020.pdf
31,Thoubal,31/21,Thoubal Wangmataba (B),English,manipur_pdfs/english/A0310021.pdf
31,Thoubal,31/22,Thoubal Wangmataba (C),English,manipur_pdfs/english/A0310022.pdf
31,Thoubal,31/23,Sabaltongba (1),English,manipur_pdfs/english/A0310023.pdf
31,Thoubal,31/24,Sabaltongba (2-A),English,manipur_pdfs/english/A0310024.pdf
31,Thoubal,31/25,Sabaltongba (2-B),English,manipur_pdfs/english/A0310025.pdf
31,Thoubal,31/26,Okram Hanjaba (A),English,manipur_pdfs/english/A0310026.pdf
31,Thoubal,31/27,Okram Hanjaba (B),English,manipur_pdfs/english/A0310027.pdf
31,Thoubal,31/28,Okram Hanjaba (B),English,manipur_pdfs/english/A0310028.pdf
31,Thoubal,31/29,Okram Hanjaba (C),English,manipur_pdfs/english/A0310029.pdf
31,Thoubal,31/30,Kshetri Leikai (A),English,manipur_pdfs/english/A0310030.pdf
31,Thoubal,31/31,Kshetri leikai (B),English,manipur_pdfs/english/A0310031.pdf
31,Thoubal,31/32,Kshetri Leikai (C),English,manipur_pdfs/english/A0310032.pdf
31,Thoubal,31/33,Thoubal Achouba Awang Leikai (A),English,manipur_pdfs/english/A0310033.pdf
31,Thoubal,31/34,Thoubal Achouba Awang Leikai Â (B),English,manipur_pdfs/english/A0310034.pdf
31,Thoubal,31/35,Thoubal Achouba (A),English,manipur_pdfs/english/A0310035.pdf
31,Thoubal,31/36,Thoubal Achouba (B),English,manipur_pdfs/english/A0310036.pdf
31,Thoubal,31/37,Thoubal Achouba Makha Leikai,English,manipur_pdfs/english/A0310037.pdf
31,Thoubal,31/38,Athokpam Town Portion(A),English,manipur_pdfs/english/A0310038.pdf
31,Thoubal,31/39,Athokpam Town Portion (B),English,manipur_pdfs/english/A0310039.pdf
31,Thoubal,31/40,Thoudam,English,manipur_pdfs/english/A0310040.pdf
32,Wangkhem,32/01,Haokha Mamang Leikai,English,manipur_pdfs/english/A0320001.pdf
32,Wangkhem,32/02,Haokha Maning,English,manipur_pdfs/english/A0320002.pdf
32,Wangkhem,32/03,Thoubal Khunou,English,manipur_pdfs/english/A0320003.pdf
32,Wangkhem,32/04,Kiyam Siphai (A),English,manipur_pdfs/english/A0320004.pdf
32,Wangkhem,32/05,Kiyam Siphai (B),English,manipur_pdfs/english/A0320005.pdf
32,Wangkhem,32/06,Kiyam Siphai (C),English,manipur_pdfs/english/A0320006.pdf
32,Wangkhem,32/07,Kiyam Siphai (A-B1),English,manipur_pdfs/english/A0320007.pdf
32,Wangkhem,32/08,Kiyam Siphai (B-C)(1),English,manipur_pdfs/english/A0320008.pdf
32,Wangkhem,32/09,Kiyam Siphai (B-C)(2),English,manipur_pdfs/english/A0320009.pdf
32,Wangkhem,32/10,Hayel Labuk,English,manipur_pdfs/english/A0320010.pdf
32,Wangkhem,32/11,Phoudel(A),English,manipur_pdfs/english/A0320011.pdf
32,Wangkhem,32/12,Phoudel(B),English,manipur_pdfs/english/A0320012.pdf
32,Wangkhem,32/13,Keirambi,English,manipur_pdfs/english/A0320013.pdf
32,Wangkhem,32/14,Singa (1),English,manipur_pdfs/english/A0320014.pdf
32,Wangkhem,32/15,Singa (1),English,manipur_pdfs/english/A0320015.pdf
32,Wangkhem,32/16,Singa (2),English,manipur_pdfs/english/A0320016.pdf
32,Wangkhem,32/17,Wangkhem Konjil(A),English,manipur_pdfs/english/A0320017.pdf
32,Wangkhem,32/18,Wangkhem Konjil(B),English,manipur_pdfs/english/A0320018.pdf
32,Wangkhem,32/19,Bishnunaha (A),English,manipur_pdfs/english/A0320019.pdf
32,Wangkhem,32/20,Bishnunaha (A-2),English,manipur_pdfs/english/A0320020.pdf
32,Wangkhem,32/21,Bishnunaha (B),English,manipur_pdfs/english/A0320021.pdf
32,Wangkhem,32/22,Charangpat Mamang (1),English,manipur_pdfs/english/A0320022.pdf
32,Wangkhem,32/23,Charangpat Mamang (2),English,manipur_pdfs/english/A0320023.pdf
32,Wangkhem,32/24,Charangpat Maklang (A),English,manipur_pdfs/english/A0320024.pdf
32,Wangkhem,32/25,Charangpat Maklang (B),English,manipur_pdfs/english/A0320025.pdf
32,Wangkhem,32/26,Charangpat Maklang (B),English,manipur_pdfs/english/A0320026.pdf
32,Wangkhem,32/27,Yairipok Bamon Leikai (A),English,manipur_pdfs/english/A0320027.pdf
32,Wangkhem,32/28,Yairipok Bamon Leikai (,English,manipur_pdfs/english/A0320028.pdf
32,Wangkhem,32/29,Khoirom (A-1),English,manipur_pdfs/english/A0320029.pdf
32,Wangkhem,32/30,Khoirom (A-2),English,manipur_pdfs/english/A0320030.pdf
32,Wangkhem,32/31,Khoirom (B),English,manipur_pdfs/english/A0320031.pdf
32,Wangkhem,32/32,Khoirom (C),English,manipur_pdfs/english/A0320032.pdf
32,Wangkhem,32/33,Kekru (1),English,manipur_pdfs/english/A0320033.pdf
32,Wangkhem,32/34,Kekru (2),English,manipur_pdfs/english/A0320034.pdf
32,Wangkhem,32/35,Chaobok Kabui(A),English,manipur_pdfs/english/A0320035.pdf
32,Wangkhem,32/36,Chaobok Kabui(B),English,manipur_pdfs/english/A0320036.pdf
32,Wangkhem,32/37,Bishnunaha,English,manipur_pdfs/english/A0320037.pdf
32,Wangkhem,32/38,Charangpat Maklang (A),English,manipur_pdfs/english/A0320038.pdf
33,Heirok,33/01,Chandrakhong (A),English,manipur_pdfs/english/A0330001.pdf
33,Heirok,33/02,Chnadrakhong (B),English,manipur_pdfs/english/A0330002.pdf
33,Heirok,33/03,Leirongthel,English,manipur_pdfs/english/A0330003.pdf
33,Heirok,33/04,Leirongthel (B),English,manipur_pdfs/english/A0330004.pdf
33,Heirok,33/05,Nongpok Sekmai,English,manipur_pdfs/english/A0330005.pdf
33,Heirok,33/06,Shikhong,English,manipur_pdfs/english/A0330006.pdf
33,Heirok,33/07,Shikhong (B),English,manipur_pdfs/english/A0330007.pdf
33,Heirok,33/08,Shikhong (C),English,manipur_pdfs/english/A0330008.pdf
33,Heirok,33/09,Ukhongshang (A),English,manipur_pdfs/english/A0330009.pdf
33,Heirok,33/10,Ukhongshang (B),English,manipur_pdfs/english/A0330010.pdf
33,Heirok,33/11,Lourembam (A),English,manipur_pdfs/english/A0330011.pdf
33,Heirok,33/12,Lourembam (B),English,manipur_pdfs/english/A0330012.pdf
33,Heirok,33/13,Lourembam Langmeithet Kwarok Maring,English,manipur_pdfs/english/A0330013.pdf
33,Heirok,33/14,Kangyambem (A),English,manipur_pdfs/english/A0330014.pdf
33,Heirok,33/15,Kangyambem (B),English,manipur_pdfs/english/A0330015.pdf
33,Heirok,33/16,Salungpham Kangthokchao,English,manipur_pdfs/english/A0330016.pdf
33,Heirok,33/17,Bengi (A),English,manipur_pdfs/english/A0330017.pdf
33,Heirok,33/18,Bengi (B),English,manipur_pdfs/english/A0330018.pdf
33,Heirok,33/19,Thokchom,English,manipur_pdfs/english/A0330019.pdf
33,Heirok,33/20,Heirok Heituppokpi 1(A),English,manipur_pdfs/english/A0330020.pdf
33,Heirok,33/21,Heirok Heituppokpi 1-(B)),English,manipur_pdfs/english/A0330021.pdf
33,Heirok,33/22,Heirok Part (1-A),English,manipur_pdfs/english/A0330022.pdf
33,Heirok,33/23,Heirok Part (1-A),English,manipur_pdfs/english/A0330023.pdf
33,Heirok,33/24,Heirok Part (1-B),English,manipur_pdfs/english/A0330024.pdf
33,Heirok,33/25,Heirok Part (1-C),English,manipur_pdfs/english/A0330025.pdf
33,Heirok,33/26,Heirok Part (1-D),English,manipur_pdfs/english/A0330026.pdf
33,Heirok,33/27,Heirok Part (1-E),English,manipur_pdfs/english/A0330027.pdf
33,Heirok,33/28,Heirok Khunou,English,manipur_pdfs/english/A0330028.pdf
33,Heirok,33/29,Heirok Maning Leikai (A),English,manipur_pdfs/english/A0330029.pdf
33,Heirok,33/30,Heirok Maning Leikai (B),English,manipur_pdfs/english/A0330030.pdf
33,Heirok,33/31,Heirok Part-2(A),English,manipur_pdfs/english/A0330031.pdf
33,Heirok,33/32,Heirok Part-2(B),English,manipur_pdfs/english/A0330032.pdf
33,Heirok,33/33,Heirok Mayai Leikai Part (2),English,manipur_pdfs/english/A0330033.pdf
33,Heirok,33/34,Chingdompok (A),English,manipur_pdfs/english/A0330034.pdf
33,Heirok,33/35,Chingdompok (B),English,manipur_pdfs/english/A0330035.pdf
33,Heirok,33/36,Kangyambem,English,manipur_pdfs/english/A0330036.pdf
33,Heirok,33/37,Salungpham,English,manipur_pdfs/english/A0330037.pdf
33,Heirok,33/38,Heirok Mayai Part(2),English,manipur_pdfs/english/A0330038.pdf
34,Wangjing Tentha,34/01,Tentha Makha Leikai (A-1),English,manipur_pdfs/english/A0340001.pdf
34,Wangjing Tentha,34/02,Tentha Makha Leikai (A-2),English,manipur_pdfs/english/A0340002.pdf
34,Wangjing Tentha,34/03,Tentha Makha Leikai (B),English,manipur_pdfs/english/A0340003.pdf
34,Wangjing Tentha,34/04,Tentha Makha Leikai (C),English,manipur_pdfs/english/A0340004.pdf
34,Wangjing Tentha,34/05,Tentha Makha (C-A),English,manipur_pdfs/english/A0340005.pdf
34,Wangjing Tentha,34/06,Tentha Makha (D-1),English,manipur_pdfs/english/A0340006.pdf
34,Wangjing Tentha,34/07,Tentha Makha (D-2),English,manipur_pdfs/english/A0340007.pdf
34,Wangjing Tentha,34/08,Tentha Makha (E),English,manipur_pdfs/english/A0340008.pdf
34,Wangjing Tentha,34/09,Chingdompok (A),English,manipur_pdfs/english/A0340009.pdf
34,Wangjing Tentha,34/10,Chingdompok (B),English,manipur_pdfs/english/A0340010.pdf
34,Wangjing Tentha,34/11,Purana Heituppokpi Wangjing Sorokhaibam Leikai (1),English,manipur_pdfs/english/A0340011.pdf
34,Wangjing Tentha,34/12,Purana Heitupokpi Wangjing Sorokhaibam Leikai (2),English,manipur_pdfs/english/A0340012.pdf
34,Wangjing Tentha,34/13,Wangjing Sorokhaibam Leikai (2),English,manipur_pdfs/english/A0340013.pdf
34,Wangjing Tentha,34/14,Sorokhaibam Mamang Leikai,English,manipur_pdfs/english/A0340014.pdf
34,Wangjing Tentha,34/15,Wangjing Wangkhei (1),English,manipur_pdfs/english/A0340015.pdf
34,Wangjing Tentha,34/16,Wangjing Wangkhei (2),English,manipur_pdfs/english/A0340016.pdf
34,Wangjing Tentha,34/17,Khongjom Shivanagar (1),English,manipur_pdfs/english/A0340017.pdf
34,Wangjing Tentha,34/18,Khongjom Shivanagar (2),English,manipur_pdfs/english/A0340018.pdf
34,Wangjing Tentha,34/19,Chingtham,English,manipur_pdfs/english/A0340019.pdf
34,Wangjing Tentha,34/20,Tekcham (A-1),English,manipur_pdfs/english/A0340020.pdf
34,Wangjing Tentha,34/21,Tekcham (A-2),English,manipur_pdfs/english/A0340021.pdf
34,Wangjing Tentha,34/22,Tekcham (B),English,manipur_pdfs/english/A0340022.pdf
34,Wangjing Tentha,34/23,Tekcham (B-I),English,manipur_pdfs/english/A0340023.pdf
34,Wangjing Tentha,34/24,Papal(A),English,manipur_pdfs/english/A0340024.pdf
34,Wangjing Tentha,34/25,Papal(B),English,manipur_pdfs/english/A0340025.pdf
34,Wangjing Tentha,34/26,Sapam (A),English,manipur_pdfs/english/A0340026.pdf
34,Wangjing Tentha,34/27,Sapam (A-1),English,manipur_pdfs/english/A0340027.pdf
34,Wangjing Tentha,34/28,Sapam (B),English,manipur_pdfs/english/A0340028.pdf
34,Wangjing Tentha,34/29,Langathel Mandakini (A-1),English,manipur_pdfs/english/A0340029.pdf
34,Wangjing Tentha,34/30,Langathel Mandakini (A-2),English,manipur_pdfs/english/A0340030.pdf
34,Wangjing Tentha,34/31,Langathel Mandakini (B),English,manipur_pdfs/english/A0340031.pdf
34,Wangjing Tentha,34/32,Langathel (C),English,manipur_pdfs/english/A0340032.pdf
34,Wangjing Tentha,34/33,Langathel (D),English,manipur_pdfs/english/A0340033.pdf
34,Wangjing Tentha,34/34,Kangdabi (A),English,manipur_pdfs/english/A0340034.pdf
34,Wangjing Tentha,34/35,Kangdabi (B),English,manipur_pdfs/english/A0340035.pdf
34,Wangjing Tentha,34/36,Phundrei,English,manipur_pdfs/english/A0340036.pdf
34,Wangjing Tentha,34/37,Phundrei (A),English,manipur_pdfs/english/A0340037.pdf
35,Khangabok,35/01,Wangbal(A),English,manipur_pdfs/english/A0350001.pdf
35,Khangabok,35/02,Wangbal(B),English,manipur_pdfs/english/A0350002.pdf
35,Khangabok,35/03,Uyal(A),English,manipur_pdfs/english/A0350003.pdf
35,Khangabok,35/04,Uyal(B),English,manipur_pdfs/english/A0350004.pdf
35,Khangabok,35/05,Khangabok Mayai Leikai(A),English,manipur_pdfs/english/A0350005.pdf
35,Khangabok,35/06,Khangabok Mayai Leikai(B),English,manipur_pdfs/english/A0350006.pdf
35,Khangabok,35/07,Khangabok Maning and Mamang,English,manipur_pdfs/english/A0350007.pdf
35,Khangabok,35/08,Khangabok Maning Leikai (A),English,manipur_pdfs/english/A0350008.pdf
35,Khangabok,35/09,Khangabok Maning Leikai (B),English,manipur_pdfs/english/A0350009.pdf
35,Khangabok,35/10,Khangabok Khullakpam Leikai (1),English,manipur_pdfs/english/A0350010.pdf
35,Khangabok,35/11,Khangabok Khullakpam Leikai (2),English,manipur_pdfs/english/A0350011.pdf
35,Khangabok,35/12,Khangabok Khullakpam Leikai (2-A),English,manipur_pdfs/english/A0350012.pdf
35,Khangabok,35/13,Khangabok Awang Leikai (A-1),English,manipur_pdfs/english/A0350013.pdf
35,Khangabok,35/14,Khangabok Awang Leikai (B-1),English,manipur_pdfs/english/A0350014.pdf
35,Khangabok,35/15,Khangabok Awang Maning Leikai,English,manipur_pdfs/english/A0350015.pdf
35,Khangabok,35/16,Khangabok Awang Mamang Leikai,English,manipur_pdfs/english/A0350016.pdf
35,Khangabok,35/17,Nepra Company Leikai,English,manipur_pdfs/english/A0350017.pdf
35,Khangabok,35/18,Khangabok Khunou,English,manipur_pdfs/english/A0350018.pdf
35,Khangabok,35/19,Khangabok Maisnam Leikai (A),English,manipur_pdfs/english/A0350019.pdf
35,Khangabok,35/20,Khangabok Maisnam Leikai (B),English,manipur_pdfs/english/A0350020.pdf
35,Khangabok,35/21,Khangabok Maisnam Leikai (A-1),English,manipur_pdfs/english/A0350021.pdf
35,Khangabok,35/22,Khangabok Maisnam Leikai (A-2),English,manipur_pdfs/english/A0350022.pdf
35,Khangabok,35/23,Cherapur (1),English,manipur_pdfs/english/A0350023.pdf
35,Khangabok,35/24,Cherapur (A),English,manipur_pdfs/english/A0350024.pdf
35,Khangabok,35/25,Cherapur (B),English,manipur_pdfs/english/A0350025.pdf
35,Khangabok,35/26,Sangaiyumpham (A-1),English,manipur_pdfs/english/A0350026.pdf
35,Khangabok,35/27,Sangaiyumpham (A-2),English,manipur_pdfs/english/A0350027.pdf
35,Khangabok,35/28,Sangaiyumpham (A-1A),English,manipur_pdfs/english/A0350028.pdf
35,Khangabok,35/29,Sangaiyumpham (A-1B),English,manipur_pdfs/english/A0350029.pdf
35,Khangabok,35/30,Sangaiyumpham (B),English,manipur_pdfs/english/A0350030.pdf
35,Khangabok,35/31,Sangaiyumpham (C-1),English,manipur_pdfs/english/A0350031.pdf
35,Khangabok,35/32,Sangaiyumpham (C-2),English,manipur_pdfs/english/A0350032.pdf
35,Khangabok,35/33,Sangaiyumpham (D-1),English,manipur_pdfs/english/A0350033.pdf
35,Khangabok,35/34,Sangaiyumpham (D-2),English,manipur_pdfs/english/A0350034.pdf
35,Khangabok,35/35,Kangshamram (A-1),English,manipur_pdfs/english/A0350035.pdf
35,Khangabok,35/36,Kangshamram (A-2),English,manipur_pdfs/english/A0350036.pdf
35,Khangabok,35/37,Kangsharam (B),English,manipur_pdfs/english/A0350037.pdf
35,Khangabok,35/38,Lamding (A-1),English,manipur_pdfs/english/A0350038.pdf
35,Khangabok,35/39,Lamding (A-1),English,manipur_pdfs/english/A0350039.pdf
35,Khangabok,35/40,Lamding (B),English,manipur_pdfs/english/A0350040.pdf
35,Khangabok,35/41,Athokpam (A),English,manipur_pdfs/english/A0350041.pdf
35,Khangabok,35/42,Athokpam (B),English,manipur_pdfs/english/A0350042.pdf
35,Khangabok,35/43,Athokpam (C),English,manipur_pdfs/english/A0350043.pdf
35,Khangabok,35/44,Athokpam (1-A),English,manipur_pdfs/english/A0350044.pdf
35,Khangabok,35/45,Athokpam (1-B),English,manipur_pdfs/english/A0350045.pdf
35,Khangabok,35/46,Athokpam (1-C),English,manipur_pdfs/english/A0350046.pdf
36,Wabgai,36/01,Irong Chesaba (A),English,manipur_pdfs/english/A0360001.pdf
36,Wabgai,36/02,Irong Chesaba (B),English,manipur_pdfs/english/A0360002.pdf
36,Wabgai,36/03,Irong Chesaba (C),English,manipur_pdfs/english/A0360003.pdf
36,Wabgai,36/04,Irong Chesaba (D),English,manipur_pdfs/english/A0360004.pdf
36,Wabgai,36/05,Irong Chesaba (E),English,manipur_pdfs/english/A0360005.pdf
36,Wabgai,36/06,Maibam Konjil (B),English,manipur_pdfs/english/A0360006.pdf
36,Wabgai,36/07,Maibam Konjil (B),English,manipur_pdfs/english/A0360007.pdf
36,Wabgai,36/08,Heibong Makhong (A),English,manipur_pdfs/english/A0360008.pdf
36,Wabgai,36/09,Khellakhong Makha,English,manipur_pdfs/english/A0360009.pdf
36,Wabgai,36/10,Heibong Makhong (B),English,manipur_pdfs/english/A0360010.pdf
36,Wabgai,36/11,Heibong Makhong (B-1),English,manipur_pdfs/english/A0360011.pdf
36,Wabgai,36/12,Uchiwa Nastao,English,manipur_pdfs/english/A0360012.pdf
36,Wabgai,36/13,Uchiwa Wangma,English,manipur_pdfs/english/A0360013.pdf
36,Wabgai,36/14,Uchiwa Nastao,English,manipur_pdfs/english/A0360014.pdf
36,Wabgai,36/15,Santhel (A),English,manipur_pdfs/english/A0360015.pdf
36,Wabgai,36/16,,English,manipur_pdfs/english/A0360016.pdf
36,Wabgai,36/17,Hangoon Mayai,English,manipur_pdfs/english/A0360017.pdf
36,Wabgai,36/18,Hangoon Makha,English,manipur_pdfs/english/A0360018.pdf
36,Wabgai,36/19,Wabgai (A),English,manipur_pdfs/english/A0360019.pdf
36,Wabgai,36/20,Wabgai Mairembam,English,manipur_pdfs/english/A0360020.pdf
36,Wabgai,36/21,Wabgai Tera Urak and Maibam Leikai,English,manipur_pdfs/english/A0360021.pdf
36,Wabgai,36/22,Wabgai (C),English,manipur_pdfs/english/A0360022.pdf
36,Wabgai,36/23,Wabgai (C-A),English,manipur_pdfs/english/A0360023.pdf
36,Wabgai,36/24,Wabgai (C-A),English,manipur_pdfs/english/A0360024.pdf
36,Wabgai,36/25,Wabgai (C-B),English,manipur_pdfs/english/A0360025.pdf
36,Wabgai,36/26,Keirak (A),English,manipur_pdfs/english/A0360026.pdf
36,Wabgai,36/27,Keirak (B),English,manipur_pdfs/english/A0360027.pdf
36,Wabgai,36/28,Keirak (C),English,manipur_pdfs/english/A0360028.pdf
36,Wabgai,36/29,Keirak (C-1),English,manipur_pdfs/english/A0360029.pdf
36,Wabgai,36/30,Keirak (E),English,manipur_pdfs/english/A0360030.pdf
36,Wabgai,36/31,Mantak,English,manipur_pdfs/english/A0360031.pdf
