ac_number,ac_name,poll_station_number,poll_station_name,language,relative_path
52,Tamei(ST),52/81,Muktokhal,English,manipur_pdfs/english/A0520081.pdf
52,Tamei(ST),52/82,Vangaichungpao,English,manipur_pdfs/english/A0520082.pdf
52,Tamei(ST),52/83,Kaiphundai,English,manipur_pdfs/english/A0520083.pdf
52,Tamei(ST),52/84,Oinamlong,English,manipur_pdfs/english/A0520084.pdf
52,Tamei(ST),52/85,Kaimai,English,manipur_pdfs/english/A0520085.pdf
52,Tamei(ST),52/86,Thingchamphai,English,manipur_pdfs/english/A0520086.pdf
53,Tamenglong(ST),53/01,L. Pabram,English,manipur_pdfs/english/A0530001.pdf
53,Tamenglong(ST),53/02,Atongiuning,English,manipur_pdfs/english/A0530002.pdf
53,Tamenglong(ST),53/03,Tharon,English,manipur_pdfs/english/A0530003.pdf
53,Tamenglong(ST),53/04,Sonram (Lower),English,manipur_pdfs/english/A0530004.pdf
53,Tamenglong(ST),53/05,Sonram (Upper),English,manipur_pdfs/english/A0530005.pdf
53,Tamenglong(ST),53/06,Thingra,English,manipur_pdfs/english/A0530006.pdf
53,Tamenglong(ST),53/07,Kajinglong,English,manipur_pdfs/english/A0530007.pdf
53,Tamenglong(ST),53/08,Dailong (A),English,manipur_pdfs/english/A0530008.pdf
53,Tamenglong(ST),53/09,Dailong (B),English,manipur_pdfs/english/A0530009.pdf
53,Tamenglong(ST),53/10,Tamenglong Ward No. (VIII),English,manipur_pdfs/english/A0530010.pdf
53,Tamenglong(ST),53/11,"Tamenglong Ward No. (VII) (Chabagan, Khunjao)",English,manipur_pdfs/english/A0530011.pdf
53,Tamenglong(ST),53/12,Tamenglong Village B,English,manipur_pdfs/english/A0530012.pdf
53,Tamenglong(ST),53/13,Tamenglong HQ Ward No. VI,English,manipur_pdfs/english/A0530013.pdf
53,Tamenglong(ST),53/14,Tamenglong HQ Ward No. I,English,manipur_pdfs/english/A0530014.pdf
53,Tamenglong(ST),53/15,Tamenglong HQ Ward No. V (A),English,manipur_pdfs/english/A0530015.pdf
53,Tamenglong(ST),53/16,Tamenglong HQ Ward No. V (B),English,manipur_pdfs/english/A0530016.pdf
53,Tamenglong(ST),53/17,Tamenglong HQ Ward No.III (A),English,manipur_pdfs/english/A0530017.pdf
53,Tamenglong(ST),53/18,Tamenglong HQ Ward No.III (B),English,manipur_pdfs/english/A0530018.pdf
53,Tamenglong(ST),53/19,Tamenglong HQ Ward No. (IVA),English,manipur_pdfs/english/A0530019.pdf
53,Tamenglong(ST),53/20,Tamenglong HQ Ward No. (IVB),English,manipur_pdfs/english/A0530020.pdf
53,Tamenglong(ST),53/21,Tamenglong HQ Ward No. II (A),English,manipur_pdfs/english/A0530021.pdf
53,Tamenglong(ST),53/22,Tamenglong HQ Ward No. II (B),English,manipur_pdfs/english/A0530022.pdf
53,Tamenglong(ST),53/23,Tamenglong HQs Ward No.II(S/W),English,manipur_pdfs/english/A0530023.pdf
53,Tamenglong(ST),53/24,Tamenglong HQs Ward No.II,English,manipur_pdfs/english/A0530024.pdf
53,Tamenglong(ST),53/25,Kabui Khullen Part-I,English,manipur_pdfs/english/A0530025.pdf
53,Tamenglong(ST),53/26,Kabui Khullen Part-II,English,manipur_pdfs/english/A0530026.pdf
53,Tamenglong(ST),53/27,Phalong Part-I,English,manipur_pdfs/english/A0530027.pdf
53,Tamenglong(ST),53/28,Phalong Part-III,English,manipur_pdfs/english/A0530028.pdf
53,Tamenglong(ST),53/29,Phalong Part II,English,manipur_pdfs/english/A0530029.pdf
53,Tamenglong(ST),53/30,Chiulon(Khongjaron),English,manipur_pdfs/english/A0530030.pdf
53,Tamenglong(ST),53/31,Khangchiuluan,English,manipur_pdfs/english/A0530031.pdf
53,Tamenglong(ST),53/32,Dauigailong,English,manipur_pdfs/english/A0530032.pdf
53,Tamenglong(ST),53/33,Wairongba,English,manipur_pdfs/english/A0530033.pdf
53,Tamenglong(ST),53/34,Duiluan Part 2,English,manipur_pdfs/english/A0530034.pdf
53,Tamenglong(ST),53/35,Nagaching Kabui,English,manipur_pdfs/english/A0530035.pdf
53,Tamenglong(ST),53/36,Oktan,English,manipur_pdfs/english/A0530036.pdf
53,Tamenglong(ST),53/37,Bakua,English,manipur_pdfs/english/A0530037.pdf
53,Tamenglong(ST),53/38,Puching,English,manipur_pdfs/english/A0530038.pdf
53,Tamenglong(ST),53/39,Punglam,English,manipur_pdfs/english/A0530039.pdf
53,Tamenglong(ST),53/40,Akhui,English,manipur_pdfs/english/A0530040.pdf
53,Tamenglong(ST),53/41,Kahulong,English,manipur_pdfs/english/A0530041.pdf
53,Tamenglong(ST),53/42,Ramlalong,English,manipur_pdfs/english/A0530042.pdf
53,Tamenglong(ST),53/43,Bamgaijang,English,manipur_pdfs/english/A0530043.pdf
53,Tamenglong(ST),53/44,Langkhong,English,manipur_pdfs/english/A0530044.pdf
53,Tamenglong(ST),53/45,Khumji (Lukhambi),English,manipur_pdfs/english/A0530045.pdf
53,Tamenglong(ST),53/46,Khumji Part-III,English,manipur_pdfs/english/A0530046.pdf
53,Tamenglong(ST),53/47,Haochong-A,English,manipur_pdfs/english/A0530047.pdf
53,Tamenglong(ST),53/48,Haochong-B,English,manipur_pdfs/english/A0530048.pdf
53,Tamenglong(ST),53/49,Pungmon,English,manipur_pdfs/english/A0530049.pdf
53,Tamenglong(ST),53/50,Taobam,English,manipur_pdfs/english/A0530050.pdf
53,Tamenglong(ST),53/51,Sanglungpang,English,manipur_pdfs/english/A0530051.pdf
53,Tamenglong(ST),53/52,Tabanglong,English,manipur_pdfs/english/A0530052.pdf
53,Tamenglong(ST),53/53,Karuangmuan,English,manipur_pdfs/english/A0530053.pdf
53,Tamenglong(ST),53/54,Kaikao,English,manipur_pdfs/english/A0530054.pdf
53,Tamenglong(ST),53/55,Sempang,English,manipur_pdfs/english/A0530055.pdf
53,Tamenglong(ST),53/56,Luangchum Part-I,English,manipur_pdfs/english/A0530056.pdf
53,Tamenglong(ST),53/57,Luangchum Part-II,English,manipur_pdfs/english/A0530057.pdf
53,Tamenglong(ST),53/58,Makhuam (Marangjing),English,manipur_pdfs/english/A0530058.pdf
53,Tamenglong(ST),53/59,Makhuam Part 1 and Part 2,English,manipur_pdfs/english/A0530059.pdf
54,Nungba(ST),54/01,Khongsang,English,manipur_pdfs/english/A0540001.pdf
54,Nungba(ST),54/02,Noney (A),English,manipur_pdfs/english/A0540002.pdf
54,Nungba(ST),54/03,Noney (B),English,manipur_pdfs/english/A0540003.pdf
54,Nungba(ST),54/04,Longmai (IV) B,English,manipur_pdfs/english/A0540004.pdf
54,Nungba(ST),54/05,Okoklong,English,manipur_pdfs/english/A0540005.pdf
54,Nungba(ST),54/06,Thingou,English,manipur_pdfs/english/A0540006.pdf
54,Nungba(ST),54/07,Mongjrong khunou,English,manipur_pdfs/english/A0540007.pdf
54,Nungba(ST),54/08,Nungnang (A),English,manipur_pdfs/english/A0540008.pdf
54,Nungba(ST),54/09,Nungnang (B),English,manipur_pdfs/english/A0540009.pdf
54,Nungba(ST),54/10,Tupul,English,manipur_pdfs/english/A0540010.pdf
54,Nungba(ST),54/11,Taosang Khullen,English,manipur_pdfs/english/A0540011.pdf
54,Nungba(ST),54/12,Taosang Khunou,English,manipur_pdfs/english/A0540012.pdf
54,Nungba(ST),54/13,Leishok,English,manipur_pdfs/english/A0540013.pdf
54,Nungba(ST),54/14,Taodaijang,English,manipur_pdfs/english/A0540014.pdf
54,Nungba(ST),54/15,Nungba (A),English,manipur_pdfs/english/A0540015.pdf
54,Nungba(ST),54/16,Nungba (B),English,manipur_pdfs/english/A0540016.pdf
54,Nungba(ST),54/17,Tajeiphun (Kekru),English,manipur_pdfs/english/A0540017.pdf
54,Nungba(ST),54/18,Bolongdai,English,manipur_pdfs/english/A0540018.pdf
54,Nungba(ST),54/19,Kambiron,English,manipur_pdfs/english/A0540019.pdf
54,Nungba(ST),54/20,Thangal,English,manipur_pdfs/english/A0540020.pdf
54,Nungba(ST),54/21,Lamdangmei,English,manipur_pdfs/english/A0540021.pdf
54,Nungba(ST),54/22,Lubanglong,English,manipur_pdfs/english/A0540022.pdf
54,Nungba(ST),54/23,Dollang,English,manipur_pdfs/english/A0540023.pdf
54,Nungba(ST),54/24,Sangji,English,manipur_pdfs/english/A0540024.pdf
54,Nungba(ST),54/25,Namkaolong,English,manipur_pdfs/english/A0540025.pdf
54,Nungba(ST),54/26,Thanagong,English,manipur_pdfs/english/A0540026.pdf
54,Nungba(ST),54/27,Gaidimjang (A),English,manipur_pdfs/english/A0540027.pdf
54,Nungba(ST),54/28,Gaidimjang (B),English,manipur_pdfs/english/A0540028.pdf
54,Nungba(ST),54/29,Satudai,English,manipur_pdfs/english/A0540029.pdf
54,Nungba(ST),54/30,Khoupum Â Taodaijang,English,manipur_pdfs/english/A0540030.pdf
54,Nungba(ST),54/31,Mukti Khullen,English,manipur_pdfs/english/A0540031.pdf
54,Nungba(ST),54/32,Muktina,English,manipur_pdfs/english/A0540032.pdf
54,Nungba(ST),54/33,Longkaiphun,English,manipur_pdfs/english/A0540033.pdf
54,Nungba(ST),54/34,Nungbai,English,manipur_pdfs/english/A0540034.pdf
54,Nungba(ST),54/35,Nungadang,English,manipur_pdfs/english/A0540035.pdf
54,Nungba(ST),54/36,Gangluan Part-IV,English,manipur_pdfs/english/A0540036.pdf
54,Nungba(ST),54/37,Nungsai,English,manipur_pdfs/english/A0540037.pdf
54,Nungba(ST),54/38,Joujangtek,English,manipur_pdfs/english/A0540038.pdf
54,Nungba(ST),54/39,Longpi,English,manipur_pdfs/english/A0540039.pdf
54,Nungba(ST),54/40,Teikhang,English,manipur_pdfs/english/A0540040.pdf
54,Nungba(ST),54/41,Sempat Gangte,English,manipur_pdfs/english/A0540041.pdf
54,Nungba(ST),54/42,Chongmun,English,manipur_pdfs/english/A0540042.pdf
54,Nungba(ST),54/43,Tuiphai,English,manipur_pdfs/english/A0540043.pdf
54,Nungba(ST),54/44,Gallon,English,manipur_pdfs/english/A0540044.pdf
55,Tipaimukh(ST),55/01,Chingmun,English,manipur_pdfs/english/A0550001.pdf
55,Tipaimukh(ST),55/02,Doltang,English,manipur_pdfs/english/A0550002.pdf
55,Tipaimukh(ST),55/03,Hengchungpunji,English,manipur_pdfs/english/A0550003.pdf
55,Tipaimukh(ST),55/04,Henchungpunjee Bengali,English,manipur_pdfs/english/A0550004.pdf
55,Tipaimukh(ST),55/05,Suangphumun,English,manipur_pdfs/english/A0550005.pdf
55,Tipaimukh(ST),55/06,Tuisen,English,manipur_pdfs/english/A0550006.pdf
55,Tipaimukh(ST),55/07,Nungsekpunjee,English,manipur_pdfs/english/A0550007.pdf
55,Tipaimukh(ST),55/08,Muolkhangthol,English,manipur_pdfs/english/A0550008.pdf
55,Tipaimukh(ST),55/09,Buangmun,English,manipur_pdfs/english/A0550009.pdf
55,Tipaimukh(ST),55/10,Phaibok Hmunlien,English,manipur_pdfs/english/A0550010.pdf
55,Tipaimukh(ST),55/11,Phaibok Hmunte,English,manipur_pdfs/english/A0550011.pdf
55,Tipaimukh(ST),55/12,Sibapurikhal,English,manipur_pdfs/english/A0550012.pdf
55,Tipaimukh(ST),55/13,Savomphai,English,manipur_pdfs/english/A0550013.pdf
55,Tipaimukh(ST),55/14,Khangbor,English,manipur_pdfs/english/A0550014.pdf
55,Tipaimukh(ST),55/15,Upper Kharkhuplein,English,manipur_pdfs/english/A0550015.pdf
55,Tipaimukh(ST),55/16,Tieulien,English,manipur_pdfs/english/A0550016.pdf
55,Tipaimukh(ST),55/17,Thingkaldor,English,manipur_pdfs/english/A0550017.pdf
55,Tipaimukh(ST),55/18,Thingpuikhuol,English,manipur_pdfs/english/A0550018.pdf
55,Tipaimukh(ST),55/19,Kangrengdhor,English,manipur_pdfs/english/A0550019.pdf
55,Tipaimukh(ST),55/20,Kangreng,English,manipur_pdfs/english/A0550020.pdf
55,Tipaimukh(ST),55/21,Hmar Maulien,English,manipur_pdfs/english/A0550021.pdf
55,Tipaimukh(ST),55/22,Tuobung,English,manipur_pdfs/english/A0550022.pdf
55,Tipaimukh(ST),55/23,Ngampabung,English,manipur_pdfs/english/A0550023.pdf
55,Tipaimukh(ST),55/24,Phulpui,English,manipur_pdfs/english/A0550024.pdf
55,Tipaimukh(ST),55/25,Patpuihmun,English,manipur_pdfs/english/A0550025.pdf
55,Tipaimukh(ST),55/26,Taithul,English,manipur_pdfs/english/A0550026.pdf
55,Tipaimukh(ST),55/27,Sartuinek,English,manipur_pdfs/english/A0550027.pdf
55,Tipaimukh(ST),55/28,Parbung (A),English,manipur_pdfs/english/A0550028.pdf
55,Tipaimukh(ST),55/29,Parbung (B),English,manipur_pdfs/english/A0550029.pdf
55,Tipaimukh(ST),55/30,Parbung (C),English,manipur_pdfs/english/A0550030.pdf
55,Tipaimukh(ST),55/31,Lungthulien(A),English,manipur_pdfs/english/A0550031.pdf
55,Tipaimukh(ST),55/32,Lungthulien(B),English,manipur_pdfs/english/A0550032.pdf
55,Tipaimukh(ST),55/33,Sipuikon,English,manipur_pdfs/english/A0550033.pdf
55,Tipaimukh(ST),55/34,Rovakot,English,manipur_pdfs/english/A0550034.pdf
55,Tipaimukh(ST),55/35,Senvon (A),English,manipur_pdfs/english/A0550035.pdf
55,Tipaimukh(ST),55/36,Senvon (C),English,manipur_pdfs/english/A0550036.pdf
55,Tipaimukh(ST),55/37,Senvon (B),English,manipur_pdfs/english/A0550037.pdf
55,Tipaimukh(ST),55/38,Parvachom,English,manipur_pdfs/english/A0550038.pdf
56,Thanlon(ST),56/01,Phaikholum (J),English,manipur_pdfs/english/A0560001.pdf
56,Thanlon(ST),56/02,Phaijang,English,manipur_pdfs/english/A0560002.pdf
56,Thanlon(ST),56/03,Savaipaih,English,manipur_pdfs/english/A0560003.pdf
56,Thanlon(ST),56/04,Songsang,English,manipur_pdfs/english/A0560004.pdf
56,Thanlon(ST),56/05,Dailon,English,manipur_pdfs/english/A0560005.pdf
56,Thanlon(ST),56/06,Milongmun,English,manipur_pdfs/english/A0560006.pdf
56,Thanlon(ST),56/07,Gamhui,English,manipur_pdfs/english/A0560007.pdf
56,Thanlon(ST),56/08,Leijangphai,English,manipur_pdfs/english/A0560008.pdf
56,Thanlon(ST),56/09,Maite,English,manipur_pdfs/english/A0560009.pdf
56,Thanlon(ST),56/10,Phaipheng,English,manipur_pdfs/english/A0560010.pdf
56,Thanlon(ST),56/11,Mualkui,English,manipur_pdfs/english/A0560011.pdf
56,Thanlon(ST),56/12,Phailianbung,English,manipur_pdfs/english/A0560012.pdf
56,Thanlon(ST),56/13,Kaihlam,English,manipur_pdfs/english/A0560013.pdf
56,Thanlon(ST),56/14,Pamjal,English,manipur_pdfs/english/A0560014.pdf
56,Thanlon(ST),56/15,Sainoujang,English,manipur_pdfs/english/A0560015.pdf
56,Thanlon(ST),56/16,Suangpehmun,English,manipur_pdfs/english/A0560016.pdf
56,Thanlon(ST),56/17,Tinsuong,English,manipur_pdfs/english/A0560017.pdf
56,Thanlon(ST),56/18,Damdie,English,manipur_pdfs/english/A0560018.pdf
56,Thanlon(ST),56/19,Pherzawl,English,manipur_pdfs/english/A0560019.pdf
56,Thanlon(ST),56/20,Tallan,English,manipur_pdfs/english/A0560020.pdf
56,Thanlon(ST),56/21,Loibual,English,manipur_pdfs/english/A0560021.pdf
56,Thanlon(ST),56/22,Thanlon (A),English,manipur_pdfs/english/A0560022.pdf
56,Thanlon(ST),56/23,Thanlon (B),English,manipur_pdfs/english/A0560023.pdf
56,Thanlon(ST),56/24,Joutung,English,manipur_pdfs/english/A0560024.pdf
56,Thanlon(ST),56/25,Dialkhai,English,manipur_pdfs/english/A0560025.pdf
56,Thanlon(ST),56/26,Mualnuam,English,manipur_pdfs/english/A0560026.pdf
56,Thanlon(ST),56/27,Songtal,English,manipur_pdfs/english/A0560027.pdf
56,Thanlon(ST),56/28,Sumtuk,English,manipur_pdfs/english/A0560028.pdf
56,Thanlon(ST),56/29,Palkhuang,English,manipur_pdfs/english/A0560029.pdf
56,Thanlon(ST),56/30,Bukpi (1),English,manipur_pdfs/english/A0560030.pdf
56,Thanlon(ST),56/31,Bukpi (2),English,manipur_pdfs/english/A0560031.pdf
56,Thanlon(ST),56/32,Hanship,English,manipur_pdfs/english/A0560032.pdf
56,Thanlon(ST),56/33,Leisen,English,manipur_pdfs/english/A0560033.pdf
56,Thanlon(ST),56/34,Bungpilon,English,manipur_pdfs/english/A0560034.pdf
56,Thanlon(ST),56/35,Aibulon,English,manipur_pdfs/english/A0560035.pdf
56,Thanlon(ST),56/36,Khajang,English,manipur_pdfs/english/A0560036.pdf
56,Thanlon(ST),56/37,Phaitong,English,manipur_pdfs/english/A0560037.pdf
56,Thanlon(ST),56/38,Sinjol,English,manipur_pdfs/english/A0560038.pdf
56,Thanlon(ST),56/39,Khuanggin,English,manipur_pdfs/english/A0560039.pdf
57,Henglep(ST),57/01,Sanglel,English,manipur_pdfs/english/A0570001.pdf
57,Henglep(ST),57/02,Phaibong,English,manipur_pdfs/english/A0570002.pdf
57,Henglep(ST),57/03,Songkong,English,manipur_pdfs/english/A0570003.pdf
57,Henglep(ST),57/04,Khanpi,English,manipur_pdfs/english/A0570004.pdf
57,Henglep(ST),57/05,Lailong (S),English,manipur_pdfs/english/A0570005.pdf
57,Henglep(ST),57/06,Napphou,English,manipur_pdfs/english/A0570006.pdf
57,Henglep(ST),57/07,Saichang,English,manipur_pdfs/english/A0570007.pdf
57,Henglep(ST),57/08,Santing Chongchin,English,manipur_pdfs/english/A0570008.pdf
57,Henglep(ST),57/09,Phaiba,English,manipur_pdfs/english/A0570009.pdf
57,Henglep(ST),57/10,Santing,English,manipur_pdfs/english/A0570010.pdf
57,Henglep(ST),57/11,Kawnpi,English,manipur_pdfs/english/A0570011.pdf
57,Henglep(ST),57/12,Nungsai,English,manipur_pdfs/english/A0570012.pdf
57,Henglep(ST),57/13,Kolhen,English,manipur_pdfs/english/A0570013.pdf
57,Henglep(ST),57/14,Moldak,English,manipur_pdfs/english/A0570014.pdf
57,Henglep(ST),57/15,V. Munlai,English,manipur_pdfs/english/A0570015.pdf
57,Henglep(ST),57/16,Henglep,English,manipur_pdfs/english/A0570016.pdf
57,Henglep(ST),57/17,Najang,English,manipur_pdfs/english/A0570017.pdf
57,Henglep(ST),57/18,Songphu,English,manipur_pdfs/english/A0570018.pdf
57,Henglep(ST),57/19,Phoipi,English,manipur_pdfs/english/A0570019.pdf
57,Henglep(ST),57/20,Majuron Kuki,English,manipur_pdfs/english/A0570020.pdf
57,Henglep(ST),57/21,Kungpinaosen,English,manipur_pdfs/english/A0570021.pdf
57,Henglep(ST),57/22,Chothe,English,manipur_pdfs/english/A0570022.pdf
57,Henglep(ST),57/23,Ngarian,English,manipur_pdfs/english/A0570023.pdf
57,Henglep(ST),57/24,Lower Keirap Aimol,English,manipur_pdfs/english/A0570024.pdf
57,Henglep(ST),57/25,Tokpa Kabui,English,manipur_pdfs/english/A0570025.pdf
57,Henglep(ST),57/26,Charoi - Khullen,English,manipur_pdfs/english/A0570026.pdf
57,Henglep(ST),57/27,Kukimun,English,manipur_pdfs/english/A0570027.pdf
57,Henglep(ST),57/28,Khengjang,English,manipur_pdfs/english/A0570028.pdf
57,Henglep(ST),57/29,N. Chingphei,English,manipur_pdfs/english/A0570029.pdf
57,Henglep(ST),57/30,Thenjang,English,manipur_pdfs/english/A0570030.pdf
57,Henglep(ST),57/31,Sadukhoiroi,English,manipur_pdfs/english/A0570031.pdf
57,Henglep(ST),57/32,Khoirentak,English,manipur_pdfs/english/A0570032.pdf
57,Henglep(ST),57/33,Ningthiching,English,manipur_pdfs/english/A0570033.pdf
57,Henglep(ST),57/34,Nalon,English,manipur_pdfs/english/A0570034.pdf
57,Henglep(ST),57/35,Khousangbung,English,manipur_pdfs/english/A0570035.pdf
57,Henglep(ST),57/36,Sempangjang,English,manipur_pdfs/english/A0570036.pdf
57,Henglep(ST),57/37,Molsang,English,manipur_pdfs/english/A0570037.pdf
57,Henglep(ST),57/38,Nabil,English,manipur_pdfs/english/A0570038.pdf
57,Henglep(ST),57/39,Molphei Tampak,English,manipur_pdfs/english/A0570039.pdf
57,Henglep(ST),57/40,Laikamualsau,English,manipur_pdfs/english/A0570040.pdf
57,Henglep(ST),57/41,Phouljang,English,manipur_pdfs/english/A0570041.pdf
57,Henglep(ST),57/42,Kangvai,English,manipur_pdfs/english/A0570042.pdf
57,Henglep(ST),57/43,Kangvai,English,manipur_pdfs/english/A0570043.pdf
57,Henglep(ST),57/44,S. Kotlian,English,manipur_pdfs/english/A0570044.pdf
57,Henglep(ST),57/45,Torbung,English,manipur_pdfs/english/A0570045.pdf
57,Henglep(ST),57/46,Teijang,English,manipur_pdfs/english/A0570046.pdf
57,Henglep(ST),57/47,Leinom,English,manipur_pdfs/english/A0570047.pdf
57,Henglep(ST),57/48,Ukha,English,manipur_pdfs/english/A0570048.pdf
57,Henglep(ST),57/49,Mongken,English,manipur_pdfs/english/A0570049.pdf
57,Henglep(ST),57/50,Chothe Munpi,English,manipur_pdfs/english/A0570050.pdf
57,Henglep(ST),57/51,Bungkot,English,manipur_pdfs/english/A0570051.pdf
57,Henglep(ST),57/52,Lhanjang,English,manipur_pdfs/english/A0570052.pdf
57,Henglep(ST),57/53,Chingkhongzou,English,manipur_pdfs/english/A0570053.pdf
57,Henglep(ST),57/54,Munpi,English,manipur_pdfs/english/A0570054.pdf
57,Henglep(ST),57/55,Thingkeu,English,manipur_pdfs/english/A0570055.pdf
57,Henglep(ST),57/56,Tuilumjang,English,manipur_pdfs/english/A0570056.pdf
57,Henglep(ST),57/57,Tuilaphai,English,manipur_pdfs/english/A0570057.pdf
57,Henglep(ST),57/58,Vungbuk,English,manipur_pdfs/english/A0570058.pdf
58,Churachandpur(ST),58/01,Mission Compound,English,manipur_pdfs/english/A0580001.pdf
58,Churachandpur(ST),58/02,Hengkot,English,manipur_pdfs/english/A0580002.pdf
58,Churachandpur(ST),58/03,T. Boljang,English,manipur_pdfs/english/A0580003.pdf
58,Churachandpur(ST),58/04,T. Lhangnom,English,manipur_pdfs/english/A0580004.pdf
58,Churachandpur(ST),58/05,Pearsonmun(A),English,manipur_pdfs/english/A0580005.pdf
58,Churachandpur(ST),58/06,Pearsonmun(B),English,manipur_pdfs/english/A0580006.pdf
58,Churachandpur(ST),58/07,Bungmual (A),English,manipur_pdfs/english/A0580007.pdf
58,Churachandpur(ST),58/08,Bungmual(C),English,manipur_pdfs/english/A0580008.pdf
58,Churachandpur(ST),58/09,Bungmual(B),English,manipur_pdfs/english/A0580009.pdf
58,Churachandpur(ST),58/10,Bungmual(D),English,manipur_pdfs/english/A0580010.pdf
58,Churachandpur(ST),58/11,Chiengkonpang (E/W),English,manipur_pdfs/english/A0580011.pdf
58,Churachandpur(ST),58/12,Chiengkonpang (W/W),English,manipur_pdfs/english/A0580012.pdf
58,Churachandpur(ST),58/13,Churachandpur HQ (S/W),English,manipur_pdfs/english/A0580013.pdf
58,Churachandpur(ST),58/14,Churachandpur HQ (N/W),English,manipur_pdfs/english/A0580014.pdf
58,Churachandpur(ST),58/15,Hiangtam Lamka (A),English,manipur_pdfs/english/A0580015.pdf
58,Churachandpur(ST),58/16,Hiangtam Lamka (B),English,manipur_pdfs/english/A0580016.pdf
58,Churachandpur(ST),58/17,Hiangtam Lamka (D),English,manipur_pdfs/english/A0580017.pdf
58,Churachandpur(ST),58/18,Hiangtam Lamka (C),English,manipur_pdfs/english/A0580018.pdf
58,Churachandpur(ST),58/19,New Lamka (A),English,manipur_pdfs/english/A0580019.pdf
58,Churachandpur(ST),58/20,New Lamka (B),English,manipur_pdfs/english/A0580020.pdf
58,Churachandpur(ST),58/21,New Lamka(C),English,manipur_pdfs/english/A0580021.pdf
58,Churachandpur(ST),58/22,New Lamka(N),English,manipur_pdfs/english/A0580022.pdf
58,Churachandpur(ST),58/23,New Lamka (D),English,manipur_pdfs/english/A0580023.pdf
58,Churachandpur(ST),58/24,New Lamka (E),English,manipur_pdfs/english/A0580024.pdf
58,Churachandpur(ST),58/25,New Lamka (F-1),English,manipur_pdfs/english/A0580025.pdf
58,Churachandpur(ST),58/26,New Lamka (F-2),English,manipur_pdfs/english/A0580026.pdf
58,Churachandpur(ST),58/27,New Lamka (C-1),English,manipur_pdfs/english/A0580027.pdf
58,Churachandpur(ST),58/28,New Lamka (C-2),English,manipur_pdfs/english/A0580028.pdf
58,Churachandpur(ST),58/29,New Lamka (H),English,manipur_pdfs/english/A0580029.pdf
58,Churachandpur(ST),58/30,New Lamka (I),English,manipur_pdfs/english/A0580030.pdf
58,Churachandpur(ST),58/31,New Lamka (I-1),English,manipur_pdfs/english/A0580031.pdf
58,Churachandpur(ST),58/32,New Lamka (J),English,manipur_pdfs/english/A0580032.pdf
58,Churachandpur(ST),58/33,New Lamka (K),English,manipur_pdfs/english/A0580033.pdf
58,Churachandpur(ST),58/34,New Lamka(L),English,manipur_pdfs/english/A0580034.pdf
58,Churachandpur(ST),58/35,New Lamka (M),English,manipur_pdfs/english/A0580035.pdf
58,Churachandpur(ST),58/36,Hmuia Veng,English,manipur_pdfs/english/A0580036.pdf
58,Churachandpur(ST),58/37,New Lamka(M),English,manipur_pdfs/english/A0580037.pdf
58,Churachandpur(ST),58/38,New Lamka (P),English,manipur_pdfs/english/A0580038.pdf
58,Churachandpur(ST),58/39,Salem Veng,English,manipur_pdfs/english/A0580039.pdf
58,Churachandpur(ST),58/40,Hill Town (B)(S/W),English,manipur_pdfs/english/A0580040.pdf
58,Churachandpur(ST),58/41,Hill Town (C),English,manipur_pdfs/english/A0580041.pdf
